43.021845,44.680672,43.021774,44.680624
43.021808,44.680831,43.021816,44.680829,43.021956,44.680792
43.021845,44.680672,43.021808,44.680831
43.021974,44.680603,43.021845,44.680672
43.021213,44.681035,43.021238,44.681047,43.021266,44.68105,43.021295,44.681046,43.021345,44.681027,43.02153,44.68094,43.021616,44.680901,43.021712,44.680863,43.021808,44.680831
43.021774,44.680624,43.021939,44.680482,43.021989,44.680437
43.021218,44.680962,43.021235,44.680949,43.021306,44.680911,43.021535,44.680791,43.021621,44.680742,43.021671,44.680712,43.021703,44.680685,43.021774,44.680624
43.021181,44.681011,43.021213,44.681035
43.02196,44.680902,43.021145,44.681194
43.021145,44.681194,43.020845,44.681415
43.021181,44.681011,43.021138,44.681117
43.021181,44.681011,43.021218,44.680962
43.021138,44.681117,43.021145,44.681194
43.02084,44.68137,43.020845,44.681415
43.020715,44.680281,43.02084,44.68137
43.02072,44.680261,43.020715,44.680281
43.020563,44.680313,43.020689,44.681402
43.02072,44.680261,43.020749,44.680254
43.020729,44.679956,43.02073,44.679993,43.020727,44.680071,43.02072,44.680261
43.021293,44.679717,43.021275,44.679736,43.021207,44.679819
43.021363,44.679866,43.021267,44.679946
43.021207,44.679819,43.021267,44.679946
43.021207,44.679819,43.021176,44.679856,43.021162,44.679888,43.021126,44.679992,43.021124,44.68002,43.021121,44.680071
43.021386,44.679631,43.02134,44.679669,43.021293,44.679717
43.021459,44.679787,43.021363,44.679866
43.021293,44.679717,43.021363,44.679866
43.021579,44.679471,43.021386,44.679631
43.021595,44.679503,43.021587,44.67951,43.021579,44.679531,43.021582,44.679555,43.021593,44.679573,43.02161,44.67958,43.021627,44.679573
43.021627,44.679573,43.021638,44.679555,43.021641,44.679531,43.021634,44.67951,43.021619,44.679497,43.021601,44.679497,43.021595,44.679503
43.021579,44.679471,43.021595,44.679503
43.020983,44.680158,43.020964,44.680163,43.020939,44.680167,43.020884,44.680173
43.02095,44.679991,43.021002,44.680002,43.021029,44.680139
43.021057,44.679746,43.021029,44.679788,43.020918,44.679863
43.021186,44.679295,43.021234,44.679264
43.021225,44.67955,43.021206,44.679562,43.021106,44.679672,43.021057,44.679746
43.021122,44.679516,43.021225,44.67955
43.021234,44.679264,43.021199,44.679247
43.021122,44.679516,43.021057,44.679746
43.021186,44.679295,43.021122,44.679516
